"Last Updated On",1/27/2026,
Generation Interconnection Number,IFS Queue Number,Current Cluster,Cluster Group, Nearest Town or County,State,TO at POI,In-Service Date,Commercial Operation Date,Cessation Date,Original Generator Commercial Op Date,Capacity,MAX Summer MW,MAX Winter MW,Service Type,Requested Maximum Injection Capability (MW),Requested Network Resource Deliverability (MW),Nameplate Capacity,Generation Type,Fuel Type,Substation or Line,Request Received,Date Withdrawn,Status,JTIQ Participant,JTIQ Commitment,Cause of Delay
"GEN-2017-227","IFS-2017-002-67","DISIS-2017-002","03 CENTRAL","Sedwick County","KS","WERE","12/31/2020","5/15/2030",,,"201.6","201.6","201.6","ER/NR","0","0","0","Battery/Storage","","Gordon Evans 138kV Substation","11/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-226","IFS-2017-002-66","DISIS-2017-002","03 CENTRAL","Sedgwick County","KS","WERE","12/1/2020","5/15/2030",,,"201.6","201.6","201.6","ER/NR","0","0","0","Solar","","Gordon Evans 138kV Substation","11/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-222","IFS-2017-002-64","DISIS-2017-002","01 NORTH","Denison","IA","WAPA","10/6/2020","10/15/2027",,,"180","180","180","ER","0","0","0","Wind","","Denison 230kV Substation","11/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-221","IFS-2017-002-63","DISIS-2017-002","03 CENTRAL","Sedgwick","KS","WERE","12/31/2020","12/31/2026",,,"152","152","152","ER/NR","0","0","0","Battery/Storage","","Buffalo Flats 345kV Substation","11/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-220","IFS-2017-002-62","DISIS-2017-002","03 CENTRAL","Sedgwick","KS","WERE","12/1/2020","12/31/2026",,,"201.6","201.6","201.6","ER/NR","0","0","0","Solar","","Buffalo Flats 345kV Substation","11/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-215","IFS-2017-002-60","DISIS-2017-002","01 NORTH","Ward","ND","BEPC","12/1/2020","12/31/2030",,,"100","100","100","ER/NR","0","0","0","Wind","","Logan 230kV Substation","11/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-214","IFS-2017-002-59","DISIS-2017-002","01 NORTH","Ward","ND","BEPC","12/1/2020","12/31/2030",,,"100","100","100","ER/NR","0","0","0","Wind","","Logan 230kV Substation","11/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-210","IFS-2017-002-57","DISIS-2017-002","02 NEBRASKA","Cedar","NE","NPPD","12/1/2021","12/1/2026",,,"310","310","310","ER","0","0","0","Hybrid","Solar","McCool 345kV Substation","11/30/2017",,"IA FULLY EXECUTED/ON SUSPENSION","N/A","",""
"GEN-2017-201","IFS-2017-002-53","DISIS-2017-002","02 NEBRASKA","Wayne County","NE","NPPD","12/1/2022","12/31/2028",,,"250","250","250","ER/NR","0","0","0","Wind","","Hoskins 345kV Substation","11/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-198","IFS-2017-002-50","DISIS-2017-002","02 NEBRASKA","Omaha","NE","OPPD","12/1/2022","2/28/2027",,,"11.64","11.64","11.64","ER","0","0","0","Battery/Storage","","Jones St. No 1201 69kV substation","11/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-196","IFS-2017-002-49","DISIS-2017-002","03 CENTRAL","Johnson","KS","KCPL","12/1/2020","12/1/2030",,,"128","128","128","ER/NR","0","0","0","Battery/Storage","","West Gardner 345kV","11/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-195","IFS-2017-002-48","DISIS-2017-002","03 CENTRAL","Johnson","KS","KCPL","12/1/2020","12/1/2030",,,"500.4","500.4","500.4","ER/NR","0","0","0","Solar","","West Gardner 345kV","11/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-188","IFS-2017-002-44","DISIS-2017-002","03 CENTRAL","Barry","MO","EDE","12/31/2020","6/15/2026",,,"130","130","130","ER","0","0","0","Solar","","Asbury 161 kV","11/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-187","IFS-2017-002-43","DISIS-2017-002","05 SOUTHWEST","Terry","TX","SPS","12/31/2020","6/1/2026",,,"150","150","150","ER","0","0","0","Solar","","Flatland 115 kV Substation","11/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-184","IFS-2017-002-42","DISIS-2017-002","03 CENTRAL","Hodgeman/Ford","KS","KCPL","12/1/2021","1/15/2029",,,"400","400","400","ER/NR","0","0","0","Solar","","Nashua-St. Joe 345kV","11/29/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-183","IFS-2017-002-41","DISIS-2017-002","03 CENTRAL","Hodgeman/Ford","KS","KCPL","12/1/2021","1/15/2029",,,"400","400","400","ER/NR","0","0","0","Wind","","Nashua-St. Joe 345kV","11/29/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-182","IFS-2017-002-40","DISIS-2017-002","02 NEBRASKA","Lancaster","NE","NPPD","12/1/2020","7/1/2028",,,"128","128","128","ER/NR","0","0","0","Wind","","Tobias 345kV Substation","11/29/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-181","IFS-2017-002-39","DISIS-2017-002","02 NEBRASKA","Lancaster","NE","NPPD","12/1/2020","7/1/2028",,,"300","300","300","ER/NR","0","0","0","Wind","","Tobias 345kV Substation","11/29/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-178","IFS-2017-002-37","DISIS-2017-002","04 SOUTHEAST","Garfield","OK","OGE","12/31/2020","12/2/2025",,,"52","52","52","ER/NR","0","0","0","Battery/Storage","","Woodring 345kV Substation","11/29/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-175","IFS-2017-002-36","DISIS-2017-002","01 NORTH","Turner","SD","WAPA","9/30/2023","10/15/2028",,,"270","270","270","ER","0","0","0","Wind","","Vfodnes-Utica Jct. 230kV","11/29/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-173","IFS-2017-002-35","DISIS-2017-002","04 SOUTHEAST","Stephen","OK","AEP","12/1/2020","12/31/2027",,,"50","50","50","ER/NR","0","0","0","Solar","","Lawton Eastside - Terry Road 345kV","11/29/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-172","IFS-2017-002-34","DISIS-2017-002","04 SOUTHEAST","Stephen","OK","AEP","12/1/2020","12/31/2027",,,"50","50","50","ER/NR","0","0","0","Solar","","Lawton Eastside - Terry Road 345kV","11/29/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-171","IFS-2017-002-33","DISIS-2017-002","04 SOUTHEAST","Stephen","OK","AEP","12/1/2020","12/31/2027",,,"150","150","150","ER/NR","0","0","0","Solar","","Lawton Eastside - Terry Road 345kV","11/29/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-164","IFS-2017-002-28","DISIS-2017-002","04 SOUTHEAST","Garfield","OK","OGE","12/1/2020","12/2/2025",,,"250","250","250","ER/NR","0","0","0","Solar","","Woodring 345kV Substation","11/29/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-158","IFS-2017-002-27","DISIS-2017-002","05 SOUTHWEST","Parmer/Castro","TX","SPS","12/31/2020","8/30/2026",,,"265","265","265","ER","0","0","0","Wind","","Tolk 230kV Substation","11/29/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-151","IFS-2017-002-23","DISIS-2017-002","05 SOUTHWEST","Crosby","TX","SPS","10/31/2020","10/15/2026",,,"300","300","300","ER","0","0","0","Wind","","TUCO-Oklaunion 345kV","11/28/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-150","IFS-2017-002-22","DISIS-2017-002","04 SOUTHEAST","Grady","OK","OGE","12/1/2020","12/31/2026",,,"250","250","250","ER/NR","0","0","0","Solar","","Minco 345kV","11/28/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-149","IFS-2017-002-21","DISIS-2017-002","04 SOUTHEAST","Johnston","OK","OGE","12/1/2020","12/31/2027",,,"258","258","258","ER/NR","0","0","0","Wind","","Johnson County 345kV Substation","11/27/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-146","IFS-2017-002-19","DISIS-2017-002","05 SOUTHWEST","Castro","TX","SPS","10/31/2020","10/15/2026",,,"151.8","151.8","151.8","ER","0","0","0","Wind","","Deaf Smith-Plant X 230kV","11/27/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-144","IFS-2017-002-18","DISIS-2017-002","02 NEBRASKA","Holt, Antelope, Wheeler","NE","NPPD","12/31/2021","12/31/2028",,,"200","200","200","ER","0","0","0","Wind","","Holt County 345kV","11/27/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-141","IFS-2017-002-17","DISIS-2017-002","04 SOUTHEAST","Wagoner","OK","AEP","12/1/2020","12/31/2027",,,"241.7","241.7","241.7","ER/NR","0","0","0","Solar","","Clarksville 345kV Switching Station","11/22/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-140","IFS-2017-002-16","DISIS-2017-002","04 SOUTHEAST","Wagoner","OK","AEP","12/1/2020","12/31/2027",,,"160","160","160","ER/NR","0","0","0","Solar","","Clarksville 345kV Switching Station","11/22/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-137","IFS-2017-002-15","DISIS-2017-002","04 SOUTHEAST","Oklahoma","OK","OGE","12/1/2020","6/30/2030",,,"295","295","295","ER/NR","0","0","0","Wind","","Arcadia 345kV","11/22/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-134","IFS-2017-002-14","DISIS-2017-002","04 SOUTHEAST","Oklahoma","OK","OGE","12/1/2020","6/30/2030",,,"250","250","250","ER/NR","0","0","0","Wind","","Arcadia 345kV","11/22/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-133","IFS-2017-002-13","DISIS-2017-002","04 SOUTHEAST","Oklahoma","OK","OGE","12/1/2020","6/30/2030",,,"200","200","200","ER/NR","0","0","0","Wind","","Arcadia 345kV","11/22/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-121","IFS-2017-002-08","DISIS-2017-002","03 CENTRAL","Sumner","KS","WERE","12/1/2021","12/1/2026",,,"200","200","200","ER/NR","0","0","0","Wind","","Sumner 138kV","11/17/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-120","IFS-2017-002-07","DISIS-2017-002","03 CENTRAL","Dickinson/Marion","KS","WERE","5/1/2027","3/31/2028",,,"260","260","260","ER","0","0","0","Wind","","Abilene Energy Center-Northview 115kV","11/17/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-119","IFS-2017-002-06","DISIS-2017-002","03 CENTRAL","Cloud/Mitchell","KS","ITCGP","5/1/2024","12/31/2027",,,"180","180","180","ER","0","0","0","Wind","","Elm Creek 345kV substation","11/17/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-117","IFS-2017-002-05","DISIS-2017-002","04 SOUTHEAST","Canadian","OK","WFEC","12/1/2020","7/31/2029",,,"19.8","19.8","19.8","ER/NR","0","0","0","Battery/Storage","","El Reno SW 138kV","11/17/2017",,"IA FULLY EXECUTED/ON SUSPENSION","N/A","",""
"GEN-2017-108","IFS-2017-002-02","DISIS-2017-002","03 CENTRAL","Henry County","MO","KCPL","12/1/2022","3/1/2027",,,"400","400","400","ER/NR","0","0","0","Solar","","Stillwell - Clinton 161kV Line","8/26/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-105","IFS-2017-002-01","DISIS-2017-002","02 NEBRASKA","Burt County","NE","OPPD","12/15/2018","12/20/2026",,,"75","75","75","ER/NR","0","0","0","Wind","","Tekamah - Raun 161 kV Line","7/12/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-100","IFS-2017-001-20","DISIS-2017-001","05 SOUTHWEST","Texas County","OK","SPS","12/31/2019","12/1/2025",,,"102.6","102.6","102.6","ER/NR","0","0","0","Solar","","Texas County 115kV","5/31/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-097","IFS-2017-001-24","DISIS-2017-001","01 NORTH","Pennington County","SD","WAPA","1/9/2022","6/29/2024",,,"128","128","128","ER","0","0","0","Solar","","Underwood 115 kV Sub","5/31/2017",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2017-094","IFS-2017-001-31","DISIS-2017-001","01 NORTH","Wessington/Hand Counties","SD","WAPA","10/6/2020","11/1/2023",,,"200","200","200","ER","0","0","0","Wind","","Fort Thompson-Huron 230 kV","5/24/2017",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2017-092","IFS-2017-001-04","DISIS-2017-001","04 SOUTHEAST","Muskogee County","OK","OGE","6/1/2023","12/31/2026",,,"200","200","200","ER","0","0","0","Solar","","Canadian River-Muskogee and Muskogee-Seminole 345kV","5/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-086","IFS-2017-001-10","DISIS-2017-001","03 CENTRAL","Harper County","KS","WERE","12/1/2021","7/23/2025",,,"150","150","150","ER","0","0","0","Wind","","Viola 345kV","5/25/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-082","IFS-2017-001-02","DISIS-2017-001","03 CENTRAL","Barton/Jasper Counties","MO","EDE","7/1/2020","12/31/2020",,,"149.4","149.4","149.4","ER","0","0","0","Wind","","Asbury Plant 161 kV","5/31/2017",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2017-077","IFS-2017-001-18","DISIS-2017-001","04 SOUTHEAST","Mayes County","OK","AEP","12/1/2021","8/8/2025",,,"124.7","124.7","124.7","ER","0","0","0","Solar","","Explorer Claremore Tap COOYYAH4","5/28/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-075","IFS-2017-001-16","DISIS-2017-001","04 SOUTHEAST","Johnston County","OK","OGE","12/1/2021","12/1/2026",,,"200","200","200","ER","0","0","0","Solar","","Hugo-Sunnyside 345 kV","5/28/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-074","IFS-2017-001-15","DISIS-2017-001","04 SOUTHEAST","Mayes County","OK","AEP","12/1/2021","8/8/2025",,,"72.5","72.5","72.5","ER","0","0","0","Solar","","Pryor Junction 138kV sub","5/28/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-073","IFS-2017-001-14","DISIS-2017-001","04 SOUTHEAST","Mayes County","OK","GRDA","12/1/2021","9/1/2025",,,"72.5","72.5","72.5","ER","0","0","0","Solar","","Dry Gulch 161kV sub","5/28/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-072","IFS-2017-001-37","DISIS-2017-001","04 SOUTHEAST","Payne County","OK","OGE","12/1/2021","12/1/2025",,,"52.2","52.2","52.2","ER","0","0","0","Solar","","Greenwood 138kV sub","5/28/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-071","IFS-2017-001-36","DISIS-2017-001","04 SOUTHEAST","Payne County","OK","OGE","12/1/2021","12/1/2025",,,"124.7","124.7","124.7","ER","0","0","0","Solar","","Greenwood 138kV sub","5/28/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-068","IFS-2017-001-26","DISIS-2017-001","03 CENTRAL","Sumner County","KS","WERE","12/31/2020","12/15/2028",,,"103.5","103.5","103.5","ER/NR","0","0","0","Solar","","Gordon Evans 138kV Substation","5/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-061","IFS-2017-001-25","DISIS-2017-001","04 SOUTHEAST","Mayes County","OK","GRDA","12/1/2021","9/1/2025",,,"101.5","101.5","101.5","ER","0","0","0","Solar","","GRDA1 to CLARMR 5 161kV line","5/28/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-060","IFS-2017-001-01","DISIS-2017-001","03 CENTRAL","Barton County","MO","EDE","9/1/2020","4/21/2021",,,"149.4","149.4","149.4","ER","0","0","0","Wind","","LaRussell Energy Center 161kV","5/30/2017",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2017-057","IFS-2017-001-13","DISIS-2017-001","04 SOUTHEAST","Caddo Parish","LA","AEP","12/1/2021","2/28/2025",,,"72.5","72.5","72.5","ER","0","0","0","Solar","","Hosston 69kV","5/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-047","IFS-2017-001-19","DISIS-2017-001","05 SOUTHWEST","Beaver County","OK","SPS","12/31/2019","12/27/2024",,,"102","102","102","ER/NR","0","0","0","Wind","","Bull Creek 115 kV substation","5/18/2017",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2017-040","IFS-2017-001-03","DISIS-2017-001","04 SOUTHEAST","Ochiltree County","TX","OGE","6/1/2020","12/31/2026",,,"200.1","200.1","200.1","ER","0","0","0","Solar","","Canadian River-Muskogee and Muskogee-Seminole 345kV","5/31/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-036","IFS-2017-001-23","DISIS-2017-001","04 SOUTHEAST","Kiowa County","OK","AEP","12/1/2022","2/22/2025",,,"100","100","100","ER","0","0","0","Solar","","Snyder - Cache 138 kV","5/31/2017",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2017-033","IFS-2017-001-28","DISIS-2017-001","05 SOUTHWEST","Baylor County","TX","AEP","12/31/2020","12/23/2024",,,"200","200","200","ER","0","0","0","Wind","","Oklaunion 345 kV sub","5/31/2017",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2017-027","IFS-2017-001-33","DISIS-2017-001","04 SOUTHEAST","Carter County","OK","OGE","11/1/2021","12/21/2021",,,"140","140","140","ER","0","0","0","Wind","","Pooleville-Ratliff (Carter County) 138kV","5/31/2017",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2017-023","IFS-2017-001-22","DISIS-2017-001","04 SOUTHEAST","Choctaw County","OK","WFEC",,"3/31/2026",,,"85","85","85","ER/NR","0","0","0","Solar","","Hugo Power Plant 138 kV Sub","5/31/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-022","IFS-2017-001-21","DISIS-2017-001","03 CENTRAL","Wilson County","KS","WERE","12/1/2019","3/31/2027",,,"65","65","65","ER/NR","0","0","0","Solar","","Altoona- NE Parson 138kV","5/31/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-018","IFS-2017-001-27","DISIS-2017-001","03 CENTRAL","Barber County","KS","ITCGP","12/31/2020","4/30/2025",,,"189","189","189","ER/NR","0","0","0","Solar","","Thistle 345 kV sub","5/30/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-014","IFS-2017-001-29","DISIS-2017-001","01 NORTH","Haakon County","SD","WAPA","12/1/2020","12/1/2027",,,"300","300","300","ER","0","0","0","Wind","","Philip Tap 230 kV","5/22/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-011","IFS-2017-001-06","DISIS-2017-001","04 SOUTHEAST","Ellis County","OK","OGE","12/31/2019","12/31/2026",,,"151.8","151.8","151.8","ER","0","0","0","Solar","","Badger-Woodward EHV Dbl Ckt 345kV","5/17/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2017-010","IFS-2017-001-12","DISIS-2017-001","01 NORTH","Bowman County","ND","BEPC","10/31/2022","12/18/2025",,,"200.1","200.1","200.1","ER","0","0","0","Wind","","Rhame 230 kV Sub","4/14/2017",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2017-009","IFS-2017-001-39","DISIS-2017-001","03 CENTRAL","Neoshoe County","KS","WERE","10/31/2020","5/1/2021",,,"302","302","302","ER","0","0","0","Wind","","Neosho - Caney River 345 kV","4/14/2017",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2017-005","IFS-2017-001-11","DISIS-2017-001","03 CENTRAL","Bourbon and Crawford Counties","OK","WERE","12/31/2020","12/13/2021",,,"190","190","190","ER","0","0","0","Wind","","Marmaton - Litchfield 161 kV","4/14/2017",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","","Interim IGIA effective 3/3/2021 - AB"
"GEN-2017-004","IFS-2017-001-05","DISIS-2017-001","03 CENTRAL","Cloud County","KS","ITCGP","12/31/2021","11/30/2027",,,"201.6","201.6","201.6","ER","0","0","0","Wind","","Elm Creek - Summit 345 kV","4/14/2017",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2016-177","IFS-2016-002-60","DISIS-2016-002-1","05 SOUTHWEST","Gaines","TX","SPS",,"7/28/2021",,,"17","14.4","17","ER","0","0","0","Thermal","Gas Turbine","XTO-Cornell 115 kV station","1/23/2017",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2016-176","IFS-2016-002-67","DISIS-2016-002-1","03 CENTRAL","Nemaha County","KS","WERE","12/31/2019","12/6/2021",,,"302","302","302","ER","0","0","0","Wind","","Stranger Creek 345kV","12/15/2016",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2016-174","IFS-2016-002-19","DISIS-2016-002-1","03 CENTRAL","Nemaha","KS","WERE","9/15/2019","11/18/2020",,,"302","302","302","ER","0","0","0","Wind","","Stranger Creek 345kV","11/30/2016",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2016-167","IFS-2016-002-02","DISIS-2016-002-1","04 SOUTHEAST","Caddo Parish","LA","AEP","9/1/2023","12/1/2024",,,"73.5","73.5","73.5","ER/NR","0","0","0","Solar","","Lieberman - North Benton 138 kV Line","11/29/2016",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2016-160","IFS-2016-002-04","DISIS-2016-002-1","03 CENTRAL","Ellis","KS","MIDW","10/2/2023","12/31/2026",,,"20","20","20","ER/NR","0","0","0","Battery/Storage","","Post Rock 230kV","11/21/2016",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2016-153","IFS-2016-002-11","DISIS-2016-002-1","03 CENTRAL","Harper County","KS","WERE","10/30/2019","6/5/2025",,,"134","134","134","ER","0","0","0","Wind","","Viola 345kV","11/30/2016",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2016-151","IFS-2016-002-62","DISIS-2016-002-1","01 NORTH","Burke","ND","BEPC","9/15/2019","12/22/2020",,,"202","202","202","ER","0","0","0","Wind","","Tande 345kV","11/30/2016",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2016-150","IFS-2016-002-15","DISIS-2016-002-1","03 CENTRAL","Nemaha","KS","WERE","9/22/2022","12/7/2023",,,"302","302","302","ER","0","0","0","Wind","","Stranger Creek 345kV","11/30/2016",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2016-149","IFS-2016-002-14","DISIS-2016-002-1","03 CENTRAL","Washington","KS","WERE","9/15/2019","12/7/2023",,,"302","302","302","ER","0","0","0","Wind","","Stranger Creek 345kV","11/30/2016",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2016-147","IFS-2016-002-33","DISIS-2016-002-1","02 NEBRASKA","Cheyenne","NE","Tri-State","9/15/2019","6/28/2024",,,"40","40","40","ER","0","0","0","Solar","","Sidney 115 kV Sub","11/30/2016",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2016-146","IFS-2016-002-56","DISIS-2016-002-1","04 SOUTHEAST","Texas","OK","AEP","9/1/2020","9/30/2029",,,"175","175","175","ER","0","0","0","Wind","","Riverside 345kV Substation","11/29/2016",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2016-145","IFS-2016-002-55","DISIS-2016-002-1","04 SOUTHEAST","Texas","OK","AEP","9/1/2020","9/30/2029",,,"175","175","175","ER","0","0","0","Wind","","Riverside 345kV Substation","11/29/2016",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2016-142","IFS-2016-002-52","DISIS-2016-002-1","04 SOUTHEAST","Texas","OK","AEP","9/1/2020","9/30/2029",,,"350","350","350","ER","0","0","0","Wind","","Riverside 345kV Substation","11/29/2016",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2016-141","IFS-2016-002-51","DISIS-2016-002-1","04 SOUTHEAST","Texas","OK","AEP","9/1/2020","9/30/2029",,,"350","350","350","ER","0","0","0","Wind","","Riverside 345kV Substation","11/29/2016",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
